measure_date,year,month,day_name,day_of_week,city_name,vn_aqi,health_implication,dominant_pollutant,is_hazardous,data_quality_status,avg_aqi_owm,avg_pm2_5,max_pm2_5,avg_pm10,max_pm10,avg_co,avg_no2,avg_so2,avg_o3,avg_no,avg_nh3,record_count
2024-11-16,2024,11,Saturday,7,Ho Chi Minh City,113,Poor,PM2.5,false,Valid,3.83,57.54,96.12,73.84,121.69,1228.89,42.07,50.89,148.77,20.83,10.07,24
2024-11-17,2024,11,Sunday,1,Ho Chi Minh City,157,Unhealthy,PM2.5,false,Valid,4.46,88.68,164.38,109.63,195.15,1717.61,52.89,49.81,160.22,20.8,12.29,24
2024-11-18,2024,11,Monday,2,Ho Chi Minh City,206,Very Unhealthy,PM2.5,true,Valid,4.83,155.37,278.52,185.91,331.29,2819.93,77.34,69.67,240.33,27.92,16.0,24
2024-11-19,2024,11,Tuesday,3,Ho Chi Minh City,164,Unhealthy,PM2.5,false,Valid,4.46,98.87,172.94,123.37,218.79,2183.52,60.48,55.62,123.02,27.52,13.1,24
2024-11-20,2024,11,Wednesday,4,Ho Chi Minh City,188,Unhealthy,PM2.5,false,Valid,4.25,133.91,321.84,163.59,392.65,3325.62,61.85,67.86,33.62,70.59,15.01,24
2024-11-21,2024,11,Thursday,5,Ho Chi Minh City,180,Unhealthy,PM2.5,false,Valid,4.71,122.4,266.57,143.38,324.82,2814.93,78.21,58.92,217.44,31.8,11.81,24
2024-11-22,2024,11,Friday,6,Ho Chi Minh City,219,Very Unhealthy,PM2.5,true,Valid,4.71,169.13,316.59,196.95,380.54,3702.24,80.67,71.71,203.13,62.85,14.31,24
2024-11-23,2024,11,Saturday,7,Ho Chi Minh City,187,Unhealthy,PM2.5,false,Valid,4.21,131.98,272.94,156.42,326.73,3308.65,54.71,56.78,65.09,64.63,20.62,24
2024-11-24,2024,11,Sunday,1,Ho Chi Minh City,171,Unhealthy,PM2.5,false,Valid,4.08,108.93,279.03,128.14,335.45,2964.85,52.17,45.24,28.97,57.92,11.03,24
2024-11-25,2024,11,Monday,2,Ho Chi Minh City,149,Poor,PM2.5,false,Valid,3.92,79.59,176.0,106.37,226.89,2283.37,45.78,54.1,57.94,44.76,15.04,24
2024-11-26,2024,11,Tuesday,3,Ho Chi Minh City,211,Very Unhealthy,PM2.5,true,Valid,4.33,160.69,374.49,201.76,464.3,4286.65,59.45,61.04,154.5,79.64,23.04,24
2024-11-27,2024,11,Wednesday,4,Ho Chi Minh City,118,Poor,PM2.5,false,Valid,3.29,60.91,195.65,78.08,247.44,1779.91,48.93,49.93,97.27,26.22,13.71,24
2024-11-28,2024,11,Thursday,5,Ho Chi Minh City,31,Good,Ozone,false,Valid,2.04,15.15,22.54,20.16,31.21,632.8,24.52,23.89,101.57,1.75,5.71,24
2024-11-29,2024,11,Friday,6,Ho Chi Minh City,145,Poor,PM2.5,false,Valid,3.38,77.32,266.13,98.47,335.52,2084.49,63.62,45.19,97.27,19.93,15.21,24
2024-11-30,2024,11,Saturday,7,Ho Chi Minh City,128,Poor,PM2.5,false,Valid,3.96,66.69,132.18,85.81,168.61,1417.2,51.47,42.5,194.55,9.68,13.47,24
2024-12-01,2024,12,Sunday,1,Ho Chi Minh City,147,Poor,PM2.5,false,Valid,3.83,78.68,211.46,96.82,255.93,1584.37,48.28,40.49,121.59,16.29,11.59,24
2024-12-02,2024,12,Monday,2,Ho Chi Minh City,169,Unhealthy,PM2.5,false,Valid,4.58,106.62,253.11,126.61,294.97,2031.64,73.23,67.31,1.99,37.48,10.85,24
2024-12-03,2024,12,Tuesday,3,Ho Chi Minh City,243,Very Unhealthy,PM2.5,true,Valid,4.96,192.76,462.4,219.83,528.88,3977.06,72.99,68.03,6.79,83.71,14.76,24
2024-12-04,2024,12,Wednesday,4,Ho Chi Minh City,192,Unhealthy,PM2.5,false,Valid,4.58,139.15,328.98,157.05,364.02,3073.06,67.19,61.43,62.94,60.81,12.69,24
2024-12-05,2024,12,Thursday,5,Ho Chi Minh City,175,Unhealthy,PM2.5,false,Valid,4.75,115.23,241.94,133.5,274.31,2383.23,75.64,64.61,47.92,34.84,11.86,24
2024-12-06,2024,12,Friday,6,Ho Chi Minh City,161,Unhealthy,PM2.5,false,Valid,4.25,95.34,176.93,113.67,195.14,2225.52,62.89,50.81,124.45,30.44,8.96,24
2024-12-07,2024,12,Saturday,7,Ho Chi Minh City,208,Very Unhealthy,PM2.5,true,Valid,4.5,157.76,330.93,178.69,381.47,3508.65,71.76,52.37,40.05,57.19,11.8,24
2024-12-08,2024,12,Sunday,1,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,2.67,31.89,72.94,41.36,83.26,1087.03,39.63,32.75,87.26,6.28,9.38,24
2024-12-09,2024,12,Monday,2,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,2.75,31.77,57.09,39.93,72.66,1069.23,42.93,37.4,87.98,3.95,10.57,24
2024-12-10,2024,12,Tuesday,3,Ho Chi Minh City,36,Good,PM2.5,false,Valid,2.17,18.46,34.02,24.62,47.18,778.56,30.87,26.74,95.84,4.27,6.61,24
2024-12-11,2024,12,Wednesday,4,Ho Chi Minh City,188,Unhealthy,PM2.5,false,Valid,4.13,133.68,324.05,149.22,356.22,3350.93,56.22,73.73,26.46,83.72,21.75,24
2024-12-12,2024,12,Thursday,5,Ho Chi Minh City,161,Unhealthy,PM2.5,false,Valid,4.08,95.03,261.05,110.33,292.76,2750.4,47.52,47.08,41.13,53.86,10.48,24
2024-12-13,2024,12,Friday,6,Ho Chi Minh City,140,Poor,PM2.5,false,Valid,4.13,74.06,131.79,88.94,155.15,2228.86,48.92,53.38,13.59,45.38,9.87,24
2024-12-14,2024,12,Saturday,7,Ho Chi Minh City,204,Very Unhealthy,PM2.5,true,Valid,4.88,153.95,284.49,172.95,320.51,3830.19,68.37,49.45,28.25,58.16,13.79,24
2024-12-15,2024,12,Sunday,1,Ho Chi Minh City,97,Moderate,PM2.5,false,Valid,3.25,48.57,108.74,58.14,125.81,1435.56,38.39,37.02,33.26,20.01,7.55,24
2024-12-16,2024,12,Monday,2,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,3.0,37.9,46.71,47.48,55.31,1059.77,37.73,35.92,80.82,7.97,9.38,24
2024-12-17,2024,12,Tuesday,3,Ho Chi Minh City,165,Unhealthy,PM2.5,false,Valid,3.96,100.51,295.13,122.66,353.39,2457.78,50.2,41.94,133.04,30.88,14.4,24
2024-12-18,2024,12,Wednesday,4,Ho Chi Minh City,98,Moderate,PM2.5,false,Valid,3.46,49.03,103.05,63.06,130.35,1422.48,45.76,39.83,131.61,14.37,12.0,24
2024-12-19,2024,12,Thursday,5,Ho Chi Minh City,69,Moderate,PM2.5,false,Valid,2.92,34.2,74.6,44.5,96.51,1088.14,41.54,32.02,114.44,5.83,11.5,24
2024-12-20,2024,12,Friday,6,Ho Chi Minh City,193,Unhealthy,PM2.5,false,Valid,4.38,140.12,373.43,171.09,447.8,3446.06,64.8,52.34,148.77,47.83,17.6,24
2024-12-21,2024,12,Saturday,7,Ho Chi Minh City,159,Unhealthy,PM2.5,false,Valid,4.04,91.75,225.59,115.49,280.35,2275.86,49.02,39.47,85.83,28.73,15.98,24
2024-12-22,2024,12,Sunday,1,Ho Chi Minh City,81,Moderate,PM2.5,false,Valid,3.21,40.79,96.67,54.03,125.24,1121.24,34.7,25.41,125.89,6.0,11.55,24
2024-12-23,2024,12,Monday,2,Ho Chi Minh City,63,Moderate,PM2.5,false,Valid,2.75,31.46,57.83,38.92,72.74,849.76,30.44,24.32,95.84,1.74,8.63,24
2024-12-24,2024,12,Tuesday,3,Ho Chi Minh City,38,Good,PM2.5,false,Valid,2.21,19.24,28.66,23.38,35.32,677.59,22.68,19.22,69.38,1.04,5.86,24
2024-12-25,2024,12,Wednesday,4,Ho Chi Minh City,66,Moderate,PM2.5,false,Valid,2.67,33.04,75.58,41.13,94.26,988.56,30.6,25.93,92.98,8.45,7.9,24
2024-12-26,2024,12,Thursday,5,Ho Chi Minh City,139,Poor,PM2.5,false,Valid,3.67,73.86,168.06,91.49,194.53,1992.42,46.91,45.6,57.22,37.45,9.98,24
2024-12-27,2024,12,Friday,6,Ho Chi Minh City,232,Very Unhealthy,PM2.5,true,Valid,4.67,181.5,344.06,200.07,372.63,4000.98,86.32,98.3,13.23,90.08,25.04,24
2024-12-28,2024,12,Saturday,7,Ho Chi Minh City,166,Unhealthy,PM2.5,false,Valid,4.04,102.53,225.31,115.67,245.91,2700.61,59.89,50.21,9.12,53.61,8.53,24
2024-12-29,2024,12,Sunday,1,Ho Chi Minh City,102,Poor,PM2.5,false,Valid,3.38,50.68,75.02,58.97,82.65,1077.29,31.57,26.81,148.77,4.65,8.73,24
2024-12-30,2024,12,Monday,2,Ho Chi Minh City,180,Unhealthy,PM2.5,false,Valid,4.67,122.51,271.66,148.76,329.72,2619.66,52.14,43.82,151.63,31.44,14.92,24
2024-12-31,2024,12,Tuesday,3,Ho Chi Minh City,46,Good,PM2.5,false,Valid,2.38,23.29,58.29,31.13,78.62,858.39,31.47,30.16,51.5,7.63,8.55,24
2025-01-01,2025,1,Wednesday,4,Ho Chi Minh City,183,Unhealthy,PM2.5,false,Valid,4.21,125.77,286.56,153.42,345.16,3010.19,62.4,50.85,95.84,40.28,15.54,24
2025-01-02,2025,1,Thursday,5,Ho Chi Minh City,176,Unhealthy,PM2.5,false,Valid,4.33,116.07,291.63,135.95,334.37,2533.44,66.25,46.41,140.19,27.48,10.84,24
2025-01-03,2025,1,Friday,6,Ho Chi Minh City,87,Moderate,PM2.5,false,Valid,3.13,43.46,106.42,55.04,134.39,1392.72,53.67,42.56,60.08,9.71,11.22,24
2025-01-04,2025,1,Saturday,7,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,4.33,107.76,234.21,130.41,280.31,2392.97,62.58,35.42,141.62,14.94,14.83,24
2025-01-05,2025,1,Sunday,1,Ho Chi Minh City,176,Unhealthy,PM2.5,false,Valid,4.04,115.95,298.36,137.26,341.03,1810.51,56.12,33.42,158.79,6.28,12.13,24
2025-01-06,2025,1,Monday,2,Ho Chi Minh City,176,Unhealthy,PM2.5,false,Valid,4.46,116.26,259.05,143.31,316.58,2529.54,72.82,60.28,98.71,26.27,19.58,24
2025-01-07,2025,1,Tuesday,3,Ho Chi Minh City,192,Unhealthy,PM2.5,false,Valid,4.88,139.16,387.73,167.88,443.2,2522.31,63.76,62.05,170.23,31.39,15.78,24
2025-01-08,2025,1,Wednesday,4,Ho Chi Minh City,174,Unhealthy,PM2.5,false,Valid,4.58,113.32,259.88,139.54,301.44,2217.73,60.45,62.21,180.24,25.32,20.39,24
2025-01-09,2025,1,Thursday,5,Ho Chi Minh City,190,Unhealthy,PM2.5,false,Valid,4.79,136.73,213.07,167.99,262.29,2297.0,78.16,59.58,243.19,15.92,17.76,24
2025-01-10,2025,1,Friday,6,Ho Chi Minh City,58,Moderate,PM2.5,false,Valid,2.58,28.86,47.18,39.32,62.68,801.92,37.66,40.84,91.55,5.04,9.5,24
2025-01-11,2025,1,Saturday,7,Ho Chi Minh City,48,Good,Ozone,false,Valid,2.5,23.36,36.63,28.43,50.0,645.88,19.47,19.81,154.5,1.4,5.58,24
2025-01-12,2025,1,Sunday,1,Ho Chi Minh City,68,Moderate,PM2.5,false,Valid,3.13,33.68,55.86,44.05,74.13,855.05,34.25,30.18,170.23,1.26,10.33,24
2025-01-13,2025,1,Monday,2,Ho Chi Minh City,158,Unhealthy,PM2.5,false,Valid,4.71,90.09,138.31,113.41,173.22,1540.98,53.39,47.59,208.85,8.11,20.71,24
2025-01-14,2025,1,Tuesday,3,Ho Chi Minh City,128,Poor,PM2.5,false,Valid,4.04,66.55,127.55,81.38,157.95,1673.38,46.33,42.41,143.05,20.6,10.76,24
2025-01-15,2025,1,Wednesday,4,Ho Chi Minh City,209,Very Unhealthy,PM2.5,true,Valid,4.25,158.52,363.42,185.53,430.79,3747.86,86.35,58.71,94.41,46.67,16.56,24
2025-01-16,2025,1,Thursday,5,Ho Chi Minh City,56,Moderate,PM2.5,false,Valid,2.5,27.83,92.93,36.96,114.3,835.3,30.55,30.76,91.55,7.83,7.6,24
2025-01-17,2025,1,Friday,6,Ho Chi Minh City,186,Unhealthy,PM2.5,false,Valid,4.54,130.99,285.8,159.57,318.84,2440.53,77.26,63.76,234.6,15.45,15.96,24
2025-01-18,2025,1,Saturday,7,Ho Chi Minh City,192,Unhealthy,PM2.5,false,Valid,5.0,138.96,286.84,168.51,337.8,2424.95,61.51,42.7,243.19,16.08,18.57,24
2025-01-19,2025,1,Sunday,1,Ho Chi Minh City,185,Unhealthy,PM2.5,false,Valid,4.42,129.52,304.67,158.39,361.98,2352.08,67.29,45.42,143.05,16.55,15.04,24
2025-01-20,2025,1,Monday,2,Ho Chi Minh City,129,Poor,PM2.5,false,Valid,3.88,67.57,136.98,91.71,177.13,1504.82,64.06,60.48,76.53,17.53,13.2,24
2025-01-21,2025,1,Tuesday,3,Ho Chi Minh City,176,Unhealthy,PM2.5,false,Valid,4.67,116.92,228.21,147.98,285.97,2150.97,69.51,51.63,165.94,14.78,16.14,24
2025-01-22,2025,1,Wednesday,4,Ho Chi Minh City,173,Unhealthy,PM2.5,false,Valid,4.83,111.85,168.65,143.71,211.01,1637.22,58.55,65.63,311.85,13.77,14.79,24
2025-01-23,2025,1,Thursday,5,Ho Chi Minh City,173,Unhealthy,PM2.5,false,Valid,4.42,112.18,313.09,141.09,382.57,2068.92,73.34,68.21,69.38,25.97,15.4,24
2025-01-24,2025,1,Friday,6,Ho Chi Minh City,147,Poor,PM2.5,false,Valid,3.13,78.41,368.55,99.18,444.75,1741.53,49.8,46.04,72.24,24.95,11.22,24
2025-01-25,2025,1,Saturday,7,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,2.54,26.8,53.14,38.09,72.77,762.42,34.3,39.85,113.01,7.29,7.79,24
2025-01-26,2025,1,Sunday,1,Ho Chi Minh City,98,Moderate,PM2.5,false,Valid,3.54,49.02,84.67,65.27,112.17,1121.24,41.31,47.3,155.93,17.36,10.91,24
2025-01-27,2025,1,Monday,2,Ho Chi Minh City,181,Unhealthy,PM2.5,false,Valid,4.83,123.56,222.97,152.21,275.09,2235.25,75.49,65.13,223.16,21.17,18.14,24
2025-01-28,2025,1,Tuesday,3,Ho Chi Minh City,182,Unhealthy,PM2.5,false,Valid,4.71,124.3,224.81,150.82,272.84,2218.01,76.41,63.17,211.72,17.5,17.65,24
2025-01-29,2025,1,Wednesday,4,Ho Chi Minh City,171,Unhealthy,PM2.5,false,Valid,4.67,108.58,159.7,133.11,205.91,2065.02,64.92,62.83,223.16,17.6,16.23,24
2025-01-30,2025,1,Thursday,5,Ho Chi Minh City,185,Unhealthy,PM2.5,false,Valid,4.79,129.5,262.07,154.94,312.05,2344.85,69.4,47.12,197.41,14.76,18.8,24
2025-01-31,2025,1,Friday,6,Ho Chi Minh City,195,Unhealthy,PM2.5,false,Valid,4.42,143.14,410.79,166.58,457.15,2539.0,69.13,47.11,157.36,17.22,17.41,24
2025-02-01,2025,2,Saturday,7,Ho Chi Minh City,133,Poor,PM2.5,false,Valid,3.88,69.62,179.25,87.3,222.98,1351.55,39.11,39.92,251.77,10.04,11.91,24
2025-02-02,2025,2,Sunday,1,Ho Chi Minh City,165,Unhealthy,Ozone,false,Valid,3.5,58.69,145.15,76.2,170.3,1050.87,41.1,54.25,329.02,7.35,11.08,24
2025-02-03,2025,2,Monday,2,Ho Chi Minh City,136,Poor,Ozone,false,Valid,4.08,65.72,99.29,87.32,112.75,1354.06,50.81,64.03,271.8,18.63,15.88,24
2025-02-04,2025,2,Tuesday,3,Ho Chi Minh City,181,Unhealthy,PM2.5,false,Valid,4.92,123.42,236.7,150.26,283.46,2181.01,76.84,69.74,326.16,20.66,26.02,24
2025-02-05,2025,2,Wednesday,4,Ho Chi Minh City,179,Unhealthy,PM2.5,false,Valid,4.42,120.36,322.89,146.48,377.77,1986.03,63.28,66.76,323.3,18.94,16.55,24
2025-02-06,2025,2,Thursday,5,Ho Chi Minh City,173,Unhealthy,PM2.5,false,Valid,4.5,112.85,288.95,141.08,350.2,2074.48,59.36,54.31,220.3,26.23,14.25,24
2025-02-07,2025,2,Friday,6,Ho Chi Minh City,191,Unhealthy,PM2.5,false,Valid,4.92,138.19,489.59,173.07,571.94,2862.77,81.63,65.11,254.63,33.62,21.8,24
2025-02-08,2025,2,Saturday,7,Ho Chi Minh City,123,Poor,Ozone,false,Valid,4.04,60.66,121.61,75.03,156.38,1310.39,47.8,47.85,246.05,6.33,16.73,24
2025-02-09,2025,2,Sunday,1,Ho Chi Minh City,130,Poor,Ozone,false,Valid,3.96,54.88,85.81,69.16,114.83,1229.17,51.77,48.94,260.35,3.81,15.7,24
2025-02-10,2025,2,Monday,2,Ho Chi Minh City,157,Unhealthy,PM2.5,false,Valid,4.21,89.41,215.27,114.09,270.84,1944.3,75.66,68.84,165.94,10.74,22.27,24
2025-02-11,2025,2,Tuesday,3,Ho Chi Minh City,132,Poor,PM2.5,false,Valid,3.88,69.49,154.3,85.37,192.0,1424.15,62.56,65.64,84.4,13.09,11.62,24
2025-02-12,2025,2,Wednesday,4,Ho Chi Minh City,131,Poor,PM2.5,false,Valid,4.17,68.52,105.42,81.75,130.22,1329.58,51.65,52.87,165.94,9.2,11.9,24
2025-02-13,2025,2,Thursday,5,Ho Chi Minh City,135,Poor,PM2.5,false,Valid,4.21,70.97,108.32,87.62,132.59,1516.78,49.71,63.78,203.13,20.15,11.53,24
2025-02-14,2025,2,Friday,6,Ho Chi Minh City,158,Unhealthy,PM2.5,false,Valid,4.33,90.23,168.49,107.42,201.92,1771.57,55.22,62.52,263.21,24.28,12.25,24
2025-02-15,2025,2,Saturday,7,Ho Chi Minh City,151,Unhealthy,PM2.5,false,Valid,3.92,80.23,246.41,93.38,283.64,1515.39,46.32,47.31,288.96,17.61,9.14,24
2025-02-16,2025,2,Sunday,1,Ho Chi Minh City,68,Moderate,PM2.5,false,Valid,2.71,34.18,68.22,46.07,86.89,917.08,36.98,43.49,117.3,11.18,7.9,24
2025-02-17,2025,2,Monday,2,Ho Chi Minh City,99,Moderate,PM2.5,false,Valid,3.54,49.82,99.02,69.08,131.96,1263.38,48.7,65.51,148.77,22.92,12.25,24
2025-02-18,2025,2,Tuesday,3,Ho Chi Minh City,176,Unhealthy,PM2.5,false,Valid,4.17,116.34,217.63,149.62,277.61,2784.33,69.17,65.27,33.62,49.71,17.93,24
2025-02-19,2025,2,Wednesday,4,Ho Chi Minh City,187,Unhealthy,PM2.5,false,Valid,4.5,132.48,250.7,160.32,290.56,2920.07,77.78,62.74,130.18,42.32,14.19,24
2025-02-20,2025,2,Thursday,5,Ho Chi Minh City,148,Poor,PM2.5,false,Valid,3.88,79.01,197.65,103.17,252.3,1945.97,56.64,55.19,120.16,27.72,13.57,24
2025-02-21,2025,2,Friday,6,Ho Chi Minh City,206,Very Unhealthy,PM2.5,true,Valid,4.04,155.58,374.31,185.91,437.77,3943.12,78.54,71.91,56.51,77.52,19.04,24
2025-02-22,2025,2,Saturday,7,Ho Chi Minh City,123,Poor,PM2.5,false,Valid,3.63,63.49,127.68,78.5,153.2,1813.57,57.51,47.74,55.07,21.44,9.94,24
2025-02-23,2025,2,Sunday,1,Ho Chi Minh City,122,Poor,PM2.5,false,Valid,3.67,63.31,128.37,81.44,161.99,1885.33,48.85,42.38,67.95,25.29,10.77,24
2025-02-24,2025,2,Monday,2,Ho Chi Minh City,179,Unhealthy,PM2.5,false,Valid,3.79,120.85,259.42,151.09,321.13,3191.55,54.99,61.56,79.39,54.5,27.58,24
2025-02-25,2025,2,Tuesday,3,Ho Chi Minh City,185,Unhealthy,PM2.5,false,Valid,4.04,129.38,278.41,164.32,349.13,3405.73,66.52,62.63,101.57,55.08,21.38,24
2025-02-26,2025,2,Wednesday,4,Ho Chi Minh City,172,Unhealthy,PM2.5,false,Valid,4.08,110.73,224.13,143.53,281.35,2856.65,67.18,57.6,143.05,44.14,16.7,24
2025-02-27,2025,2,Thursday,5,Ho Chi Minh City,96,Moderate,Ozone,false,Valid,3.13,46.14,221.27,65.11,278.3,1233.9,43.29,52.79,197.41,16.46,11.46,24
2025-02-28,2025,2,Friday,6,Ho Chi Minh City,126,Poor,Ozone,false,Valid,3.04,35.28,79.27,49.54,112.61,915.41,37.17,47.91,251.77,8.63,9.32,24
2025-03-01,2025,3,Saturday,7,Ho Chi Minh City,115,Poor,Ozone,false,Valid,2.67,23.93,57.63,34.93,70.22,665.35,27.45,32.34,228.88,3.14,6.34,24
2025-03-02,2025,3,Sunday,1,Ho Chi Minh City,35,Good,Ozone,false,Valid,2.17,14.06,20.01,22.36,30.68,578.56,27.55,27.75,114.44,0.92,5.76,24
2025-03-03,2025,3,Monday,2,Ho Chi Minh City,47,Good,PM2.5,false,Valid,2.75,23.79,40.18,34.93,55.82,709.02,33.37,37.23,144.48,4.31,6.96,24
2025-03-04,2025,3,Tuesday,3,Ho Chi Minh City,73,Moderate,PM2.5,false,Valid,3.33,36.65,62.72,51.57,83.86,878.69,41.65,50.31,175.95,9.21,8.54,24
2025-03-05,2025,3,Wednesday,4,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),4.0,61.16,61.16,83.82,83.82,1255.04,35.99,61.04,0.13,36.21,10.64,1
2025-03-07,2025,3,Friday,6,Ho Chi Minh City,74,Moderate,PM2.5,false,Valid,3.04,36.87,69.04,47.17,86.18,946.21,43.44,41.1,59.37,10.77,6.9,23
2025-03-08,2025,3,Saturday,7,Ho Chi Minh City,101,Poor,PM2.5,false,Valid,3.92,50.16,100.55,64.11,130.5,1175.48,38.78,31.4,155.93,6.87,9.47,24
2025-03-09,2025,3,Sunday,1,Ho Chi Minh City,68,Moderate,PM2.5,false,Valid,2.96,33.89,73.24,43.24,86.94,1003.58,41.21,46.1,134.47,15.08,9.31,24
2025-03-10,2025,3,Monday,2,Ho Chi Minh City,161,Unhealthy,PM2.5,false,Valid,4.04,94.45,213.37,118.1,261.56,2287.27,54.78,46.25,243.19,36.4,11.24,24
2025-03-11,2025,3,Tuesday,3,Ho Chi Minh City,141,Poor,Ozone,false,Valid,2.88,55.31,318.65,68.05,359.52,1199.68,43.54,44.66,283.24,10.32,9.07,24
2025-03-12,2025,3,Wednesday,4,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.25,20.19,60.82,30.26,84.81,710.69,33.42,37.54,97.27,6.02,7.73,24
2025-03-13,2025,3,Thursday,5,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.04,16.38,22.49,24.56,34.77,598.31,28.43,30.84,101.57,3.62,5.9,24
2025-03-14,2025,3,Friday,6,Ho Chi Minh City,49,Good,Ozone,false,Valid,2.58,20.46,37.45,29.4,51.02,634.47,28.42,33.43,158.79,4.66,6.14,24
2025-03-15,2025,3,Saturday,7,Ho Chi Minh City,39,Good,Ozone,false,Valid,2.08,16.08,23.04,24.3,34.67,551.58,28.38,27.03,125.89,1.39,5.12,24
2025-03-16,2025,3,Sunday,1,Ho Chi Minh City,66,Moderate,PM2.5,false,Valid,3.08,33.14,67.47,44.28,83.99,814.44,34.12,33.02,153.06,8.26,6.58,24
2025-03-17,2025,3,Monday,2,Ho Chi Minh City,109,Poor,PM2.5,false,Valid,3.88,55.09,94.88,68.82,123.28,1273.12,47.74,47.59,161.65,13.88,8.71,24
2025-03-18,2025,3,Tuesday,3,Ho Chi Minh City,145,Poor,PM2.5,false,Valid,4.25,77.29,173.17,98.79,221.53,1759.61,57.26,51.04,237.46,16.11,12.45,24
2025-03-19,2025,3,Wednesday,4,Ho Chi Minh City,123,Poor,PM2.5,false,Valid,4.04,63.76,128.11,81.34,162.29,1575.47,51.91,49.2,154.5,17.13,15.64,24
2025-03-20,2025,3,Thursday,5,Ho Chi Minh City,115,Poor,Ozone,false,Valid,3.88,58.55,107.65,75.82,134.95,1403.57,60.26,60.12,228.88,9.56,17.77,24
2025-03-21,2025,3,Friday,6,Ho Chi Minh City,136,Poor,Ozone,false,Valid,3.71,48.73,98.18,66.4,121.07,1199.4,51.37,54.68,271.8,5.38,13.35,24
2025-03-22,2025,3,Saturday,7,Ho Chi Minh City,129,Poor,Ozone,false,Valid,3.79,44.37,67.47,59.32,85.62,991.34,39.16,43.0,257.49,2.54,10.38,24
2025-03-23,2025,3,Sunday,1,Ho Chi Minh City,103,Poor,Ozone,false,Valid,3.54,45.57,105.04,63.57,138.64,961.3,42.1,45.3,205.99,7.48,9.47,24
2025-03-24,2025,3,Monday,2,Ho Chi Minh City,162,Unhealthy,Ozone,false,Valid,3.54,52.39,126.29,75.95,142.64,831.41,38.23,48.68,323.3,4.45,8.39,24
2025-03-25,2025,3,Tuesday,3,Ho Chi Minh City,70,Moderate,PM2.5,false,Valid,3.04,34.75,52.96,58.36,80.85,716.25,37.2,36.76,131.61,1.67,7.61,24
2025-03-26,2025,3,Wednesday,4,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),4.0,67.06,67.06,97.55,97.55,1401.9,50.72,83.92,0.95,38.0,12.16,1
2025-03-27,2025,3,Thursday,5,Ho Chi Minh City,86,Moderate,Ozone,false,Valid,2.91,24.96,38.77,38.26,57.08,814.15,33.36,37.76,188.83,6.0,7.73,23
2025-03-28,2025,3,Friday,6,Ho Chi Minh City,89,Moderate,Ozone,false,Valid,2.96,27.73,69.41,39.03,90.5,867.84,32.32,38.55,191.69,8.56,8.29,24
2025-03-29,2025,3,Saturday,7,Ho Chi Minh City,31,Good,Ozone,false,Valid,2.08,13.03,30.3,19.24,43.02,536.56,23.69,23.21,101.57,2.57,4.51,24
2025-03-30,2025,3,Sunday,1,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),2.0,16.32,16.32,23.12,23.12,600.81,28.79,36.24,7.6,7.26,5.83,1
2025-04-04,2025,4,Friday,6,Ho Chi Minh City,31,Good,Ozone,false,Valid,2.04,12.28,22.4,18.21,33.01,518.09,23.3,22.2,101.57,1.8,4.35,23
2025-04-05,2025,4,Saturday,7,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),2.0,16.32,16.32,23.12,23.12,600.81,28.79,36.24,7.6,7.26,5.83,1
2025-04-06,2025,4,Sunday,1,Ho Chi Minh City,19,Good,Ozone,false,Valid,1.43,7.55,11.28,14.16,19.81,236.58,3.37,1.2,63.42,0.15,2.43,23
2025-04-07,2025,4,Monday,2,Ho Chi Minh City,19,Good,Ozone,false,Valid,1.29,6.26,7.6,13.66,20.4,215.33,3.0,1.2,62.15,0.12,2.22,24
2025-04-08,2025,4,Tuesday,3,Ho Chi Minh City,18,Good,Ozone,false,Valid,1.08,6.29,10.55,12.88,20.42,234.7,3.12,1.17,59.3,0.09,2.21,24
2025-04-09,2025,4,Wednesday,4,Ho Chi Minh City,23,Good,Ozone,false,Valid,2.0,11.37,20.33,16.37,25.26,314.83,4.68,1.32,74.89,0.09,2.78,24
2025-04-10,2025,4,Thursday,5,Ho Chi Minh City,39,Good,PM2.5,false,Valid,1.92,19.67,50.15,24.03,58.06,590.74,11.38,2.29,46.59,0.5,6.83,24
2025-04-11,2025,4,Friday,6,Ho Chi Minh City,47,Good,PM2.5,false,Valid,2.13,23.81,58.15,29.25,67.39,677.74,11.72,2.28,43.51,2.34,7.36,24
2025-04-12,2025,4,Saturday,7,Ho Chi Minh City,38,Good,PM2.5,false,Valid,1.83,19.14,58.38,23.02,68.27,576.24,8.9,1.94,50.46,2.96,6.72,24
2025-04-13,2025,4,Sunday,1,Ho Chi Minh City,21,Good,PM2.5,false,Valid,1.38,10.76,41.64,13.24,48.58,326.81,4.76,1.28,55.31,0.89,3.27,24
